stk_id,beg_date,end_date,mkt_board
5294,2012/10/26,2020/4/23,REG
4177,2012/10/9,2019/1/26,REG
4752,2012/12/27,2020/4/9,REG
2064,2011/10/21,2014/12/26,REG
2064,2014/12/26,2999/12/31,OTC
6884,2022/6/13,2999/12/31,REG
6545,2015/8/3,2999/12/31,REG
5285,2012/9/12,2014/2/25,REG
5285,2014/2/25,2999/12/31,TSE
6425,2013/8/7,2019/1/18,REG
6425,2019/1/18,2999/12/31,OTC
6451,2015/1/26,2999/12/31,TSE
8234,2004/9/6,2007/6/7,REG
8234,2007/6/7,2999/12/31,OTC
3377,2011/9/6,2020/10/21,REG
4570,2019/8/6,2020/10/21,REG
7558,2021/5/3,2999/12/31,REG
5283,2012/10/12,2019/5/24,REG
5283,2019/5/24,2999/12/31,TSE
9939,2001/3/2,2999/12/31,TSE
3216,2004/8/27,2006/11/22,REG
6296,2002/12/27,2005/1/5,REG
3512,2006/4/27,2007/7/25,REG
3512,2007/7/25,2999/12/31,OTC
6639,2018/10/31,2999/12/31,REG
3543,2006/11/28,2020/4/15,REG
3543,2020/4/15,2999/12/31,TSE
4997,2011/2/21,2015/11/21,REG
3318,2004/5/12,2016/5/19,REG
2030,1998/12/24,2999/12/31,TSE
6771,2020/1/7,2999/12/31,REG
4550,2013/11/25,2015/3/18,REG
4550,2015/3/18,2999/12/31,OTC
5242,2011/9/13,2016/6/16,REG
1110,1994/10/22,2999/12/31,TSE
1216,1987/12/28,2999/12/31,TSE
1239,2003/6/27,2004/12/30,REG
1319,1994/12/12,2999/12/31,TSE
1338,2010/10/13,2012/12/19,REG
1338,2012/12/19,2999/12/31,TSE
1419,1977/3/14,2999/12/31,TSE
1444,1990/8/8,2999/12/31,TSE
1465,1997/9/8,2999/12/31,TSE
1521,1997/10/6,2999/12/31,TSE
1541,2002/11/15,2003/3/19,REG
1541,2003/3/19,2999/12/31,TSE
1553,2004/9/10,2005/9/22,REG
1570,2004/6/24,2005/6/30,REG
1570,2005/6/30,2999/12/31,OTC
1571,2004/9/8,2006/3/28,REG
1572,2004/6/23,2006/10/12,REG
1573,2004/9/7,2008/4/21,REG
1577,2005/1/31,2011/2/4,REG
1757,2009/10/22,2016/3/22,REG
1791,2004/9/7,2005/1/7,REG
1794,2004/7/15,2008/2/19,REG
1813,2007/11/16,2009/8/4,REG
1813,2009/8/4,2999/12/31,OTC
1816,2011/1/27,2015/7/10,REG
1903,1963/12/9,2999/12/31,TSE
6229,2002/5/21,2003/1/14,REG
6229,2003/1/14,2999/12/31,OTC
2010,1989/12/22,2999/12/31,TSE
2056,2004/8/11,2012/11/20,REG
2060,2004/1/16,2007/9/17,REG
6441,2013/12/2,2017/9/27,REG
6441,2017/9/27,2999/12/31,OTC
2113,2004/6/24,2008/10/16,REG
2229,2005/9/6,2009/12/11,REG
6493,2015/1/8,2999/12/31,REG
2347,1995/12/13,2999/12/31,TSE
9925,1995/12/9,2999/12/31,TSE
2355,1996/10/14,2999/12/31,TSE
2392,1999/9/20,2999/12/31,TSE
1437,1988/11/10,2999/12/31,TSE
1587,2010/11/3,2018/4/16,REG
1587,2018/4/16,2999/12/31,TSE
2302,1985/1/15,2999/12/31,TSE
2306,1988/11/11,2002/3/21,TSE
2309,1988/12/23,1994/6/30,TSE
2310,1988/12/23,2002/11/4,TSE
2450,2001/5/24,2999/12/31,TSE
2453,2001/5/22,2999/12/31,TSE
2318,1991/6/24,2005/7/5,TSE
2322,1991/11/23,2002/11/4,TSE
2326,1991/6/8,1993/8/27,OTC
2326,2006/6/26,2008/7/31,OTC
2326,1993/8/27,2006/6/26,TSE
2503,1973/12/6,1995/9/15,TSE
2333,1988/8/17,2007/6/20,TSE
2335,1994/11/14,2006/7/12,TSE
2336,1995/1/12,2007/12/28,TSE
2339,1995/4/27,1999/12/28,TSE
2341,2010/10/16,2012/11/13,OTC
2341,1995/8/17,2010/10/16,TSE
2591,2004/1/28,2008/10/24,REG
2592,2004/6/23,2007/7/6,REG
2607,1990/12/14,2999/12/31,TSE
5216,2011/3/15,2020/8/20,REG
2350,1996/4/23,2010/6/17,TSE
2642,2012/12/26,2013/12/12,REG
2642,2013/12/12,2999/12/31,TSE
2712,2012/12/27,2013/12/3,REG
2712,2013/12/3,2999/12/31,TSE
2717,2007/10/2,2008/8/15,REG
2727,2011/4/29,2012/3/6,REG
2727,2012/3/6,2999/12/31,TSE
6858,2022/1/11,2999/12/31,REG
2361,1997/1/31,2015/12/28,TSE
2366,1997/12/3,2006/3/1,TSE
2370,1998/9/7,2005/9/1,TSE
2373,1991/8/1,2999/12/31,TSE
2832,1997/9/30,2999/12/31,TSE
2378,1997/9/4,1998/10/14,OTC
2378,1998/10/14,2006/7/12,TSE
2381,2009/7/13,2012/10/15,OTC
2381,1998/12/8,2009/7/13,TSE
2850,2000/5/22,2999/12/31,TSE
2901,1976/5/7,2999/12/31,TSE
2908,1993/2/18,2999/12/31,TSE
2916,2004/5/12,2005/3/10,REG
2916,2005/3/10,2999/12/31,OTC
2386,1998/12/23,2004/4/1,TSE
2923,2012/12/7,2999/12/31,TSE
3008,2002/3/11,2999/12/31,TSE
2389,1998/1/13,1999/3/4,OTC
2389,1999/3/4,2005/10/31,TSE
2394,1999/2/5,1999/10/27,OTC
2394,1999/10/27,2006/12/1,TSE
2396,1998/5/8,1999/11/29,OTC
2396,2009/4/8,2011/5/16,OTC
2396,1999/11/29,2009/4/8,TSE
2418,1998/5/13,2000/9/11,OTC
2418,2000/9/11,2008/1/14,TSE
2422,1998/11/23,2000/9/11,OTC
2422,2000/9/11,2005/12/30,TSE
3070,2002/1/2,2004/5/5,REG
3072,2002/1/2,2004/2/25,REG
3074,2002/1/2,2016/5/19,REG
3075,2002/1/2,2012/11/17,REG
3077,2002/1/2,2005/1/10,REG
2426,1998/11/25,2000/9/11,OTC
2426,2000/9/11,2999/12/31,TSE
3084,2002/5/14,2005/4/29,REG
3091,2002/6/27,2005/9/19,REG
3096,2002/9/9,2007/12/1,REG
3098,2002/8/23,2009/8/28,REG
2434,1998/11/4,2000/9/11,OTC
2434,2000/9/11,2999/12/31,TSE
3128,2003/7/10,2006/9/4,REG
3128,2006/9/4,2999/12/31,OTC
3137,2003/8/22,2005/1/18,REG
3139,2004/10/5,2007/7/20,REG
2435,1998/12/30,2000/9/11,OTC
2435,2000/9/11,2005/5/3,TSE
3161,2007/3/26,2015/7/10,REG
3179,2004/7/23,2006/10/27,REG
3186,2004/4/16,2010/1/1,REG
3193,2004/5/28,2006/3/31,REG
3194,2004/5/28,2005/1/31,REG
3195,2003/11/27,2010/3/11,REG
3208,2003/10/7,2005/1/7,REG
3213,2003/7/17,2004/10/1,REG
3213,2004/10/1,2999/12/31,OTC
2436,1997/1/9,2000/9/11,OTC
2436,2000/9/11,2999/12/31,TSE
3222,2003/12/26,2005/8/11,REG
3223,2004/3/12,2005/5/19,REG
2437,1998/12/16,2000/9/11,OTC
2437,2000/9/11,2017/6/30,TSE
3237,2004/9/20,2012/3/8,REG
3240,2004/3/10,2005/3/7,REG
3241,2004/9/7,2005/3/15,REG
2438,1996/12/23,2000/9/11,OTC
2438,2000/9/11,2999/12/31,TSE
3267,2004/1/15,2009/2/19,REG
3268,2004/2/25,2005/1/27,REG
3268,2005/1/27,2999/12/31,OTC
3270,2004/5/28,2006/1/24,REG
2440,2000/11/10,2999/12/31,TSE
3278,2004/6/28,2007/3/5,REG
3282,2004/3/31,2009/3/31,REG
3286,2004/3/29,2006/7/10,REG
3287,2004/2/6,2008/1/28,REG
3287,2008/1/28,2999/12/31,OTC
2445,2001/4/2,2003/6/18,TSE
3301,2010/10/29,2013/5/22,REG
3304,2004/3/15,2008/6/19,REG
2446,2001/6/13,2009/12/1,TSE
3309,2004/10/22,2011/3/19,REG
3314,2004/6/28,2008/9/18,REG
2447,2001/4/9,2008/1/31,TSE
4142,2010/9/29,2012/5/3,REG
4142,2012/5/3,2999/12/31,TSE
3320,2004/8/17,2006/11/28,REG
2448,2001/5/25,2021/1/6,TSE
3331,2004/9/14,2006/7/12,REG
3332,2004/9/13,2008/1/24,REG
3332,2008/1/24,2999/12/31,OTC
3333,2004/8/11,2005/10/24,REG
3334,2004/9/14,2011/11/26,REG
3342,2004/9/17,2012/6/29,REG
3344,2004/9/13,2005/8/24,REG
3350,2007/5/30,2008/11/29,REG
3353,2004/9/13,2005/7/27,REG
3355,2004/9/10,2005/3/23,REG
3364,2004/7/7,2006/11/20,REG
3365,2004/9/13,2006/9/25,REG
2452,2001/5/31,2010/3/31,TSE
3373,2004/10/12,2007/12/13,REG
3373,2007/12/13,2999/12/31,OTC
3394,2004/11/11,2011/4/13,REG
3395,2004/11/23,2005/7/26,REG
3396,2006/12/28,2011/9/15,REG
3397,2005/11/30,2009/1/27,REG
3404,2004/11/1,2006/10/26,REG
3408,2010/10/29,2012/11/20,REG
3411,2004/12/2,2016/6/2,REG
3412,2005/6/22,2009/3/12,REG
3414,2004/12/30,2015/9/7,REG
3423,2005/6/27,2013/12/18,REG
2463,1999/9/27,2001/9/19,OTC
2463,2001/9/19,2011/6/1,TSE
3432,2009/12/25,2010/12/30,REG
3432,2010/12/30,2999/12/31,TSE
3470,2006/10/20,2007/1/4,REG
3471,2010/12/30,2013/12/3,REG
3475,2005/12/22,2009/3/20,REG
3475,2011/5/12,2015/2/12,REG
3480,2005/7/15,2007/10/16,REG
3482,2006/4/17,2009/7/25,REG
3492,2005/12/7,2015/5/18,REG
3492,2015/5/18,2999/12/31,OTC
3496,2005/11/15,2013/10/2,REG
3497,2005/11/24,2007/3/21,REG
3499,2005/9/30,2006/10/19,REG
3499,2006/10/19,2999/12/31,OTC
3501,2006/1/25,2007/9/20,REG
3501,2007/9/20,2999/12/31,TSE
3502,2005/11/8,2009/4/7,REG
3503,2007/2/8,2013/11/7,REG
3506,2005/12/8,2007/11/2,REG
3504,2005/11/28,2007/1/26,REG
3504,2007/1/26,2999/12/31,TSE
3517,2006/7/6,2012/1/5,REG
3524,2006/10/13,2015/7/9,REG
3531,2006/12/14,2008/4/8,REG
3531,2008/4/8,2999/12/31,OTC
2469,2000/6/7,2001/9/19,OTC
2469,2001/9/19,2007/7/30,TSE
3544,2007/8/27,2011/7/16,REG
3547,2007/1/17,2010/3/9,REG
3549,2006/12/29,2010/10/2,REG
3554,2007/3/1,2016/3/23,REG
3560,2007/6/22,2012/1/21,REG
3572,2007/9/14,2014/5/27,REG
2473,1999/10/15,2001/9/19,OTC
2473,2001/9/19,2012/11/30,TSE
3578,2007/10/25,2008/10/1,REG
3583,2012/4/23,2013/3/12,REG
3583,2013/3/12,2999/12/31,TSE
3586,2007/10/29,2011/12/30,REG
3589,2007/11/26,2008/12/31,REG
3606,2008/1/25,2013/1/4,REG
3612,2008/4/15,2008/12/16,REG
3616,2008/12/23,2013/5/7,REG
3619,2008/3/14,2009/1/10,REG
3622,2008/3/28,2009/3/25,REG
3622,2009/3/25,2999/12/31,TSE
3634,2008/9/10,2011/9/15,REG
3636,2008/9/5,2015/10/16,REG
3649,2010/9/10,2012/10/4,REG
3651,2009/11/17,2014/1/22,REG
3657,2009/9/24,2016/1/15,REG
3663,2011/2/25,2012/11/20,REG
3663,2012/11/20,2999/12/31,OTC
3675,2009/9/8,2012/6/29,REG
3675,2012/6/29,2999/12/31,OTC
3681,2010/4/1,2015/11/19,REG
2487,1999/3/24,2001/9/19,OTC
2487,2001/9/19,2006/10/24,TSE
2488,2000/6/30,2001/9/19,OTC
2488,2001/9/19,2999/12/31,TSE
2490,1999/11/22,2001/9/19,OTC
2490,2001/9/19,2004/12/16,TSE
2491,2000/2/21,2001/9/19,OTC
2491,2001/9/19,2999/12/31,TSE
2494,2002/1/2,2008/10/27,TSE
4124,2002/12/26,2011/5/28,REG
4125,2002/12/30,2007/12/7,REG
2496,2002/3/4,2002/3/8,REG
2496,2002/3/8,2999/12/31,TSE
4137,2013/11/27,2999/12/31,TSE
4140,2010/8/25,2013/9/4,REG
4145,2010/4/22,2011/4/14,REG
4160,2011/7/15,2012/9/17,REG
4160,2012/9/17,2999/12/31,OTC
2499,2002/1/23,2002/2/19,REG
2499,2002/2/19,2020/11/10,TSE
4420,2002/1/2,2002/4/18,REG
4420,2002/4/18,2999/12/31,OTC
2544,1998/8/13,1999/12/15,OTC
2544,1999/12/15,2005/3/21,TSE
4430,2009/10/30,2011/6/9,REG
4430,2011/6/9,2999/12/31,OTC
4513,1998/3/25,2999/12/31,OTC
3001,2002/1/8,2004/11/15,TSE
4536,2011/10/20,2013/10/9,REG
4536,2013/10/9,2999/12/31,TSE
4544,2012/12/24,2999/12/31,REG
4545,2013/4/22,2016/1/6,REG
4545,2016/1/6,2999/12/31,TSE
4711,1999/2/24,2999/12/31,OTC
3007,2002/3/26,2002/4/26,REG
3007,2002/4/26,2007/4/13,TSE
3305,2004/6/9,2005/6/30,REG
3305,2005/6/30,2008/7/10,OTC
3305,2008/7/10,2999/12/31,TSE
8266,2003/12/1,2004/11/1,REG
8266,2004/11/1,2016/11/15,OTC
8277,2004/1/12,2004/12/27,REG
8277,2004/12/27,2999/12/31,OTC
8279,2004/4/15,2005/3/14,REG
8279,2014/11/14,2016/9/26,REG
8279,2016/9/26,2999/12/31,OTC
8284,2012/11/5,2020/5/18,REG
8284,2020/5/18,2999/12/31,OTC
8287,2003/6/10,2005/1/3,REG
8287,2005/1/3,2020/5/11,OTC
8289,2004/9/7,2008/4/24,REG
8289,2008/4/24,2999/12/31,OTC
8374,2003/6/6,2004/4/15,REG
8374,2004/4/15,2008/12/25,OTC
8374,2008/12/25,2999/12/31,TSE
8433,2011/9/9,2012/12/19,REG
8433,2012/12/19,2999/12/31,OTC
8440,2012/6/7,2018/3/28,REG
8440,2018/3/28,2999/12/31,OTC
8472,2015/1/14,2016/1/11,REG
8472,2016/1/11,2999/12/31,OTC
8705,1999/7/22,2013/1/1,OTC
8705,1994/11/10,1999/7/22,TSE
8710,1998/4/7,1999/12/27,OTC
8710,1999/12/27,2003/9/3,OTC
8718,2001/2/20,2003/9/3,OTC
8718,1962/2/9,2001/2/20,TSE
8907,1996/10/30,2000/3/31,OTC
8910,1997/5/28,2001/4/25,OTC
8913,1998/6/10,2020/1/20,OTC
8925,2000/3/10,2016/6/27,OTC
8928,2001/2/2,2999/12/31,OTC
8934,2001/9/3,2020/11/18,OTC
8941,2002/7/8,2003/1/20,REG
8941,2003/1/20,2999/12/31,OTC
8996,2004/9/8,2006/6/30,REG
8996,2006/6/30,2014/2/14,OTC
8996,2014/2/14,2999/12/31,TSE
9902,1964/7/14,2999/12/31,TSE
9903,1987/12/28,1997/9/30,TSE
9906,1990/12/15,2999/12/31,TSE
9911,1992/7/16,2999/12/31,TSE
9913,1992/8/20,1999/5/24,TSE
9913,1999/8/20,2002/1/17,TSE
9922,1995/1/17,2010/6/21,TSE
9915,1993/5/17,2008/3/1,TSE
9929,1993/2/6,1999/6/28,OTC
9929,1999/6/28,2999/12/31,TSE
9944,2001/1/16,2002/8/26,OTC
9944,2002/8/26,2999/12/31,TSE
9955,2002/12/2,2003/12/30,REG
9955,2003/12/30,2008/1/21,OTC
9955,2008/1/21,2999/12/31,TSE
6497,2017/6/1,2020/8/25,OTC
6640,2017/8/11,2018/10/23,REG
6640,2018/10/23,2999/12/31,OTC
4767,2017/9/30,2018/10/29,REG
4767,2018/10/29,2999/12/31,OTC
3709,2017/9/1,2999/12/31,OTC
6661,2017/10/23,2021/1/27,REG
6661,2021/1/27,2999/12/31,OTC
6662,2018/1/4,2019/3/26,REG
6662,2019/3/26,2999/12/31,OTC
6728,2019/5/3,2020/12/25,REG
6728,2020/12/25,2999/12/31,OTC
6629,2019/6/6,2999/12/31,OTC
6680,2018/5/9,2019/9/16,REG
6680,2019/9/16,2999/12/31,OTC
6747,2019/10/7,2021/1/19,REG
6747,2021/1/19,2999/12/31,OTC
6767,2019/12/5,2021/1/25,REG
6767,2021/1/25,2999/12/31,OTC
6751,2019/11/20,2020/12/25,REG
6751,2020/12/25,2999/12/31,OTC
5248,2011/9/6,2999/12/31,REG
2941,2021/10/25,2999/12/31,REG
1268,2015/12/24,2017/9/27,REG
1268,2017/9/27,2999/12/31,OTC
2332,1994/10/17,2999/12/31,TSE
3601,2007/11/28,2011/12/17,REG
3601,2015/7/10,2020/4/15,REG
2104,1986/7/15,2999/12/31,TSE
5498,2001/3/29,2999/12/31,OTC
6417,2013/3/13,2015/10/8,REG
6417,2015/10/8,2999/12/31,OTC
6750,2019/11/11,2999/12/31,REG
6432,2014/6/26,2015/5/20,REG
6432,2015/5/20,2999/12/31,OTC
8042,2003/1/10,2004/3/22,REG
8042,2004/3/22,2999/12/31,OTC
6158,2002/1/2,2002/2/19,REG
6158,2002/2/19,2999/12/31,OTC
4576,2018/10/29,2019/9/4,REG
4576,2019/9/4,2999/12/31,TSE
1592,2014/10/16,2022/1/27,TSE
4132,2010/5/26,2999/12/31,REG
6827,2021/10/19,2999/12/31,REG
3555,2007/3/6,2011/11/8,REG
3555,2011/11/8,2999/12/31,OTC
5432,2000/3/21,2999/12/31,OTC
9946,2002/1/2,2005/3/22,REG
9946,2005/3/22,2013/9/17,OTC
9946,2013/9/17,2999/12/31,TSE
3224,2003/6/27,2004/6/3,REG
3224,2004/6/3,2999/12/31,OTC
2724,2010/1/14,2012/5/29,REG
2724,2012/5/29,2999/12/31,OTC
8029,2003/1/6,2005/11/2,REG
8029,2008/1/9,2013/9/26,REG
2069,2015/2/5,2016/3/22,REG
2069,2016/3/22,2999/12/31,TSE
3528,2008/1/25,2011/5/18,REG
3528,2011/5/18,2016/5/18,OTC
3528,2016/5/18,2999/12/31,TSE
2945,2018/12/17,2021/11/30,REG
2945,2021/11/30,2999/12/31,TSE
3067,2002/1/2,2003/10/21,REG
3067,2003/10/21,2999/12/31,OTC
3454,2005/3/17,2006/7/25,REG
3454,2006/7/25,2011/7/22,OTC
3454,2011/7/22,2999/12/31,TSE
6147,2002/1/2,2002/1/31,REG
6147,2002/1/31,2999/12/31,OTC
5227,2013/12/9,2999/12/31,OTC
6844,2021/11/12,2999/12/31,REG
5484,2001/3/16,2003/8/25,OTC
5484,2003/8/25,2999/12/31,TSE
8478,2015/9/23,2017/12/11,REG
8478,2017/12/11,2999/12/31,TSE
1432,1982/7/26,2999/12/31,TSE
6599,2017/12/25,2999/12/31,REG
3429,2007/10/15,2021/12/14,REG
6549,2015/10/21,2999/12/31,REG
3391,2015/12/29,2021/12/21,REG
1796,2016/7/26,2018/1/22,REG
1796,2018/1/22,2999/12/31,OTC
8011,2001/3/28,2004/8/3,OTC
8011,2010/1/26,2011/9/19,REG
8011,2011/9/19,2999/12/31,TSE
4807,2016/11/28,2017/6/26,REG
4807,2017/6/26,2999/12/31,TSE
2456,2001/9/26,2022/1/5,TSE
6564,2018/9/18,2999/12/31,REG
4141,2012/4/25,2022/5/3,TSE
8122,2004/4/9,2019/4/23,REG
4583,2020/12/1,2022/5/9,REG
4583,2022/5/9,2999/12/31,TSE
3592,2007/10/29,2022/1/7,REG
3592,2022/1/7,2999/12/31,TSE
4130,2003/2/10,2012/1/12,REG
4130,2012/1/12,2999/12/31,OTC
5205,2001/5/14,2999/12/31,OTC
8041,2003/1/13,2019/7/5,REG
8041,2022/1/13,2999/12/31,REG
6148,2002/1/2,2002/2/1,REG
6148,2002/2/1,2999/12/31,OTC
3264,2004/3/8,2005/1/5,REG
3264,2005/1/5,2999/12/31,OTC
6407,2013/3/29,2999/12/31,REG
1517,1995/4/7,1995/11/14,OTC
1517,1995/11/14,2999/12/31,TSE
4304,2000/1/27,2999/12/31,OTC
8176,2003/9/22,2013/6/25,REG
8176,2013/6/25,2999/12/31,OTC
1904,1971/9/10,2999/12/31,TSE
2108,1990/10/1,1992/10/27,OTC
2108,1992/10/27,2999/12/31,TSE
6023,2004/10/27,2007/11/28,REG
6023,2007/11/28,2999/12/31,OTC
6615,2017/1/5,2018/1/22,REG
6615,2018/1/22,2999/12/31,OTC
6625,2017/3/29,2018/2/7,REG
6625,2018/2/7,2999/12/31,TSE
6131,2001/12/28,2004/9/27,OTC
6131,2004/9/27,2021/7/5,TSE
3152,2004/12/13,2008/3/24,REG
3152,2008/3/24,2999/12/31,OTC
6856,2022/1/7,2999/12/31,REG
6867,2022/6/23,2999/12/31,REG
6590,2016/9/14,2018/12/24,REG
6590,2018/12/24,2999/12/31,OTC
1777,2004/4/9,2005/10/19,REG
1777,2005/10/19,2999/12/31,OTC
5306,1995/12/26,2022/3/8,OTC
5306,2022/3/8,2999/12/31,TSE
3317,2004/6/4,2007/8/9,REG
3317,2007/8/9,2999/12/31,OTC
4128,2003/2/10,2006/6/9,REG
4128,2006/6/9,2999/12/31,OTC
6231,2002/9/27,2003/1/23,REG
6231,2003/1/23,2999/12/31,OTC
6716,2018/12/10,2020/3/27,REG
6716,2020/3/27,2999/12/31,OTC
8351,2005/10/31,2018/4/26,REG
5202,2000/10/18,2999/12/31,OTC
8427,2011/12/6,2022/3/3,TSE
4917,2009/12/25,2010/4/17,REG
6487,2014/11/10,2018/11/14,REG
5286,2012/8/10,2019/4/18,REG
6633,2017/5/9,2022/2/26,REG
2847,1996/1/30,1999/2/4,OTC
2847,1999/2/4,2016/3/22,TSE
6022,2004/8/3,2005/9/26,REG
6022,2005/9/26,2017/8/28,OTC
6872,2022/6/22,2999/12/31,REG
6169,2002/1/2,2002/3/22,REG
6169,2002/3/22,2999/12/31,OTC
4151,2010/12/8,2022/4/29,REG
1507,1989/11/9,2022/4/21,TSE
4580,2018/12/14,2020/1/6,REG
4580,2020/1/6,2999/12/31,OTC
6846,2022/4/19,2999/12/31,REG
6706,2018/11/19,2019/12/19,REG
6706,2019/12/19,2999/12/31,TSE
1569,2004/5/28,2005/7/29,REG
1569,2005/7/29,2999/12/31,OTC
6175,2002/1/2,2002/6/10,REG
6175,2002/6/10,2999/12/31,OTC
6209,2002/4/19,2002/12/30,REG
6209,2002/12/30,2004/11/8,OTC
6209,2004/11/8,2999/12/31,TSE
8438,2012/2/20,2022/3/11,REG
8438,2022/3/11,2999/12/31,TSE
4121,2002/11/28,2003/7/25,REG
4121,2003/7/25,2999/12/31,OTC
2461,1999/12/9,2001/9/19,OTC
2461,2001/9/19,2999/12/31,TSE
6734,2019/6/28,2999/12/31,REG
6882,2022/4/26,2999/12/31,REG
4578,2018/10/31,2999/12/31,REG
4194,2013/12/13,2999/12/31,REG
3191,2004/3/19,2005/4/12,REG
3191,2005/4/12,2999/12/31,OTC
1752,2005/6/10,2009/8/10,REG
1752,2009/8/10,2022/1/19,OTC
1752,2022/1/19,2999/12/31,TSE
5244,2012/1/5,2022/1/19,REG
5244,2022/1/19,2999/12/31,TSE
2403,2000/3/30,2010/11/15,TSE
2416,1998/12/9,2000/9/11,OTC
2416,2000/9/11,2005/11/9,TSE
2497,2002/2/4,2999/12/31,TSE
3265,2004/1/2,2005/8/2,REG
3265,2005/8/2,2999/12/31,OTC
3491,2006/11/1,2008/1/3,REG
3491,2008/1/3,2999/12/31,OTC
4163,2011/10/24,2012/11/15,REG
4163,2012/11/15,2999/12/31,OTC
4974,2010/11/19,2011/11/29,REG
4974,2011/11/29,2999/12/31,OTC
5292,2020/1/7,2999/12/31,REG
5392,1999/6/14,2999/12/31,OTC
5903,2002/2/25,2999/12/31,OTC
6242,2002/6/18,2003/4/23,REG
6242,2003/4/23,2999/12/31,OTC
2470,1999/10/21,2001/9/19,OTC
2470,2001/9/19,2005/11/9,TSE
3434,2007/2/26,2008/1/28,REG
3434,2008/1/28,2999/12/31,OTC
4114,2002/9/9,2003/5/12,REG
4114,2003/5/12,2999/12/31,OTC
6178,2002/1/2,2002/5/9,REG
6178,2002/5/9,2006/10/1,OTC
3176,2003/12/30,2011/11/23,REG
3176,2011/11/23,2999/12/31,OTC
5340,1998/1/20,2999/12/31,OTC
5864,2009/4/9,2018/4/2,REG
5864,2018/4/2,2999/12/31,OTC
6457,2014/6/18,2015/6/12,REG
6457,2015/6/12,2999/12/31,OTC
6494,2014/12/24,2016/5/9,REG
6494,2016/5/9,2999/12/31,OTC
3714,2021/1/6,2999/12/31,TSE
6903,2022/7/19,2999/12/31,REG
6891,2022/4/28,2022/7/12,PSB
6891,2022/7/12,2999/12/31,REG
2017,1992/11/2,2999/12/31,TSE
3605,2007/12/28,2009/3/26,REG
3605,2009/3/26,2999/12/31,TSE
2241,2016/3/10,2020/8/26,REG
2241,2020/8/26,2999/12/31,TSE
6611,2016/10/27,2022/7/15,REG
6120,2002/1/2,2002/1/4,REG
6120,2002/1/4,2006/9/13,OTC
6120,2006/9/13,2999/12/31,TSE
7556,2019/11/15,2020/10/30,REG
7556,2020/10/30,2999/12/31,OTC
7584,2021/5/12,2999/12/31,REG
8083,2003/3/25,2004/9/23,REG
8083,2004/9/23,2999/12/31,OTC
2246,2017/8/11,2022/7/19,REG
1762,2009/12/10,2010/12/20,REG
1762,2010/12/20,2999/12/31,TSE
2356,1996/11/13,2999/12/31,TSE
6707,2022/7/21,2999/12/31,REG
4587,2022/7/27,2999/12/31,REG
6848,2021/10/25,2999/12/31,REG
2480,2000/1/4,2001/9/19,OTC
2480,2001/9/19,2999/12/31,TSE
2633,2003/9/5,2016/10/27,REG
2633,2016/10/27,2999/12/31,TSE
2634,2014/8/25,2999/12/31,TSE
2637,2009/8/31,2010/12/1,REG
2637,2010/12/1,2999/12/31,TSE
2849,1995/12/27,1999/9/27,OTC
2849,1999/9/27,2999/12/31,TSE
4764,2016/10/14,2018/1/4,REG
4764,2018/1/4,2999/12/31,TSE
4919,2010/1/29,2010/9/27,REG
4919,2010/9/27,2999/12/31,TSE
6176,2002/1/2,2002/4/29,REG
6176,2002/4/29,2007/5/15,OTC
6176,2007/5/15,2999/12/31,TSE
8131,2006/11/28,2007/11/29,REG
8131,2007/11/29,2999/12/31,TSE
8341,2014/3/28,2015/3/23,REG
8341,2015/3/23,2999/12/31,TSE
9919,1994/11/4,2999/12/31,TSE
3455,2004/12/28,2007/12/27,REG
3455,2007/12/27,2999/12/31,OTC
6894,2022/7/29,2999/12/31,REG
8225,2004/5/18,2011/10/20,REG
8015,2002/12/30,2005/4/15,REG
3131,2009/5/8,2011/1/17,REG
3131,2011/1/17,2999/12/31,OTC
3527,2006/9/12,2007/10/29,REG
3527,2007/10/29,2999/12/31,OTC
6180,2002/1/2,2002/5/21,REG
6180,2002/5/21,2999/12/31,OTC
6462,2014/6/26,2015/12/23,REG
6462,2015/12/23,2999/12/31,OTC
8415,2010/12/17,2016/9/7,REG
8415,2016/9/7,2999/12/31,OTC
3324,2004/5/27,2005/5/13,REG
3324,2005/5/13,2999/12/31,OTC
4968,2010/10/1,2015/11/13,REG
4968,2015/11/13,2999/12/31,TSE
6187,2002/1/2,2002/9/27,REG
6187,2002/9/27,2999/12/31,OTC
6510,2015/1/20,2016/3/24,REG
6510,2016/3/24,2999/12/31,OTC
6534,2015/7/2,2999/12/31,REG
6645,2017/8/18,2999/12/31,REG
5904,2002/4/25,2002/9/9,REG
5904,2002/9/9,2999/12/31,OTC
4414,1999/12/16,2004/9/6,OTC
4414,2004/9/6,2999/12/31,TSE
6244,2002/11/18,2003/5/15,REG
6244,2003/5/15,2999/12/31,OTC
6015,1996/7/25,2999/12/31,OTC
5838,1962/2/9,2001/12/19,TSE
6683,2018/5/28,2019/4/23,REG
6683,2019/4/23,2999/12/31,OTC
4945,2019/6/28,2020/11/20,REG
4945,2020/11/20,2999/12/31,OTC
5706,2001/11/30,2011/10/21,OTC
5706,2011/10/21,2999/12/31,TSE
6717,2018/12/5,2022/7/29,REG
3556,2007/4/16,2008/4/15,REG
3556,2008/4/15,2999/12/31,OTC
7561,2020/7/6,2999/12/31,REG
2546,1998/7/6,2000/9/11,OTC
